target,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,1,0,5,38,18,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,11,0,0,1,0,2,3,0,1,0,1,0,19,3,2,0,24,3,46,2,13,0,3,0,35,4,5,0,1,1,0,0,0,0,0,0,1,2,0,4,6,50,0,1,0,7,5,13,12,14,0,1,13,39,0,2,1,0,2,0,0,2,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,18,8,4,0,9,0,1,0,1,0,4,0,0,9,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,1,7,20,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,2,0,10,7,3,1,1,0,0,4,0,2,0,1,2,0,0,1,0,0,0,7,0,1,3,0,4,0,1,1,4,0,5,9,5,3,0,1,1,0,3,2,1,1,0,4,4,1,0,1,3,0,0,0,1,1,1,8,6,1,2,1,1,7,8,0,1,0,2,23,12,5,5,2,4,21,22,2,0,0,1,14,7,2,2,3,3,2,2,1,1,2,1,4,0,1,0,4,16,0,1,1,6,13,18,9,3,2,1,5,17,3,2,4,0,2,6,12,0,10,0,2,13,1,0,1,0,0,0,1,0,1,0,1,2,0,0,0,1,3,2,2,1,0,1,12,18,1,0,8,0,0,1,6,1,6,0,2,15,0,0,4,0,0,0,2,1,0,3,1,4,0,1,1,6,3,16,10,3,3,0,2,1,0,0,0,0,0,1,0,2,0,1,0,5,0,1,0
0,2,3,5,5,17,2,1,1,1,0,1,1,0,2,0,1,0,2,2,3,1,0,1,4,9,9,8,7,18,5,0,4,0,0,1,3,8,0,0,1,17,0,13,7,9,1,5,6,7,0,1,1,13,0,1,0,0,0,1,0,4,1,1,1,3,0,2,8,3,1,3,9,10,0,0,2,7,0,0,8,0,0,0,4,1,0,0,0,0,2,1,0,0,1,1,3,1,4,1,4,4,2,0,2,0,1,2,7,6,0,0,1,4,1,0,2,0,0,0,5,1,1,1,0,1,0,3,0,2,0,1,0,2,0,0,1,1,1,0,6,0,2,0,4,4,2,0,2,7,5,0,15,0,0,1,7,0,9,1,0,0,5,2,4,1,3,0,5,1,9,5,1,4,11,0,11,0,0,0,9,4,1,0,0,4,0,12,7,12,1,3,3,10,0,0,4,2,3,3,0,0,2,1,0,3,0,0,1,1,1,7,7,16,2,0,3
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1,2,1,4,0,1,0,0,0,0,0,1,0,1,15,0,11,12,21,3,24,1,1,5,1,6,51,1,0,5,2,1,2,1,0,12,1,12,15,2,0,0,1,0,1,0,0,0,0,0,2,0,1,3,0,3,3,0,0,0,0,0,2,0,0,3,1,1,5,0,2,40,3,15,10,8,0,0,0,0,1,0,0,0,1,0,1,0,1,8,10,1,7,0,0,1,0,3,9,0,1,1,1,0,0,0,0,6,0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,1,3,48,30,3,3,1,0,2,0,0,4,0,1,18,9,1,0,4,0,19,1,4,3,3,0,8,8,0,0,1,0,0,0,0,0,0,1,0,4,0,5,0,1,2,1,1,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,0,3,6,2,14,0,0,1,1,0,6,0,0,2,2,0,6,1,7,10,2,0,29,0,0,1,5,1,13,7,10,24,0,0,22,1,3,1,3,2,13,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,3,0,18,2,21,0,0,1,0,0,1,2,2,1,4,1,3,0,1,3,3,0,6,0,0,0,4,0,9,4,2,3,0,0,1,2,0,2,1,1,0,10,0,1,0,1,0,10,0,0,2,4,0,2,1,0,1,1,1,0,0,0,1,0,0,33,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,0,5,0,0,0,0,0,1,5,0,17,0,0,1,22,2,4,21,13,16,13,0,0,0,0,0,31,0,8,4,8,1,1,1,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,3
1,4,0,0,12,2,19,1,2,0,0,0,0,0,0,0,1,0,5,16,2,9,3,5,15,5,1,2,6,2,14,18,2,20,0,0,7,3,0,0,1,3,1,1,1,1,1,0,0,1,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4,0,0,16,5,4,0,0,0,0,0,1,0,0,0,1,0,2,11,0,6,2,3,3,2,0,0,10,3,1,13,2,6,0,0,1,4,1,3,4,0,17,1,1,2,0,0,1,3,0,3,2,2,11,2,1,2,0,0,0,1,0,2,0,0,5,7,3,14,0,0,5,0,1,0,2,1,4,0,0,0,0,0,1,0,1,0,0,0,3,0,2,4,1,0,10,0,0,0,1,0,4,7,3,8,0,0,7,22,1,3,15,19,1,5,0,4,0,1,0,25,0,0,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0
0,0,3,1,0,0,0,0,7,1,4,14,0,1,4,0,0,0,0,0,3,0,0,0,0,0,4,1,0,1,0,0,4,2,1,0,1,1,1,0,0,2,1,0,0,1,1,31,0,3,0,1,0,9,0,4,0,3,0,9,0,28,5,14,8,53,3,0,0,0,0,6,0,0,1,1,1,1,1,0,3,2,4,20,2,0,2,1,2,0,0,0,2,0,1,0,0,2,6,1,2,3,2,0,1,1,0,2,0,0,2,1,0,1,0,2,1,1,1,10,0,0,2,2,1,2,0,0,0,0,0,1,0,1,1,4,2,3,0,0,1,0,0,0,0,2,19,3,2,1,6,2,22,8,6,21,4,0,23,1,0,0,4,0,10,4,0,0,1,0,47,5,2,3,10,0,9,3,0,2,1,1,0,0,0,1,0,1,0,0,0,15,0,1,0,0,0,5,0,0,0,0,0,1,0,2,0,3,1,4,0,2,0,0,0,0,0
1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,6,0,1,1,2,8,11,0,11,1,0,0,1,0,0,0,1,2,2,1,1,0,0,1,3,0,2,0,0,0,0,0,3,0,0,0,14,0,2,0,2,2,0,0,0,1,0,0,0,0,0,2,1,2,0,0,1,0,0,0,5,0,1,0,0,0,4,0,1,0,0,1,28,0,1,4,13,11,22,5,52,0,0,2,2,0,1,2,1,3,6,0,9,2,0,5,5,0,0,3,2,10,0,1,2,2,5,18,21,2,6,5,0,27,1,2,1,2,0,5,2,0,1,14,4,40,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,10,2,2,3,1,6,0,0,0,4,0,8,35,2,10,2,0,4,1,2,0,0,0,1,0,0,0,3,3,10,1,0,0
1,0,0,0,0,0,0,1,1,1,1,3,1,1,1,0,3,1,2,2,4,0,2,1,3,0,0,1,1,0,2,1,0,0,0,0,1,0,0,3,3,3,0,1,5,8,6,3,1,2,9,5,9,10,4,3,4,10,3,4,3,0,1,7,7,7,5,1,1,2,3,2,0,0,2,3,1,1,0,1,6,12,9,9,2,3,3,2,5,4,2,1,5,5,4,7,4,2,5,7,5,3,2,3,4,2,1,4,1,0,4,1,3,0,1,4,7,5,5,7,3,1,12,5,5,2,2,3,6,6,3,4,0,0,6,5,7,6,3,0,3,3,4,2,0,0,1,1,2,0,0,1,4,10,3,2,1,0,10,3,3,5,2,0,10,1,7,10,2,1,4,3,7,4,2,0,3,6,1,1,3,0,1,0,3,0,1,1,1,3,3,3,0,0,4,4,1,2,3,0,2,5,3,1,0,1,5,0,3,1,1,0,0,1,2,2,0
1,1,0,3,11,0,10,1,0,2,1,0,0,0,2,3,4,2,6,11,2,6,5,1,10,0,2,0,2,0,2,4,1,11,1,0,19,4,0,0,1,0,3,0,0,0,1,0,0,0,0,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,2,1,4,0,0,3,4,0,0,9,1,11,0,0,0,0,0,6,2,0,3,8,3,14,5,1,7,3,0,13,2,0,0,5,2,8,3,1,11,2,0,20,4,0,4,1,1,6,3,0,2,0,0,2,6,1,5,5,3,4,0,3,6,0,0,0,0,0,1,0,1,0,8,2,8,1,0,10,0,1,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2,0,4,1,0,0,1,1,1,4,0,1,1,0,5,12,3,10,11,4,6,3,1,2,0,0,1,16,3,17,11,8,10,0,0,3,0,1,1,0,0,1,0,0,0,25,1,30,0,1,5
1,0,3,2,1,0,11,1,3,0,2,2,2,0,2,2,2,0,4,2,12,6,1,0,16,1,1,0,4,0,6,7,10,12,3,6,8,4,1,3,13,4,2,2,0,0,0,5,0,5,0,0,1,0,0,4,1,2,2,2,0,5,2,2,6,2,1,3,0,1,0,0,0,1,2,0,7,0,5,3,1,1,1,0,0,1,1,2,3,0,1,5,0,4,4,1,1,3,2,1,8,2,4,11,2,2,4,1,0,2,3,2,2,1,9,6,0,2,6,6,0,1,2,2,2,9,7,2,1,3,0,1,2,0,5,1,1,0,2,7,0,4,3,9,0,0,0,1,5,0,11,2,3,1,1,1,2,0,1,1,1,0,7,1,6,6,1,1,4,0,0,0,0,0,7,4,6,6,2,0,2,10,1,2,9,7,8,13,0,2,1,4,0,7,0,1,6,11,1,5,0,2,1,4,0,8,0,6,0,3,0,6,2,1,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,8,4,0,7,0,2,1,3,0,1,0,3,2,0,0,1,0,1,0,32,2,2,3,0,1,0,0,0,3,1,1,21,5,1,0,0,0,0,0,0,1,0,0,5,1,4,1,0,1,0,0,0,0,0,0,7,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,14,1,9,0,21,0,1,0,36,0,30,0,1,0,0,0,0,0,0,0,3,2,0,28,2,20,0,11,0,6,0,0,5,30,0,2,2,7,0,2,0,0,0,0,2,0,1,2,5,20,0,2,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,3,17,25,0,1,2,0,1,0,0,0,0,3,5,28,0,0,1,0,0,0,4,2,1,6,0,8,0,0,0,2,0,0,19,31,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0
1,0,0,0,13,2,6,0,0,0,0,0,1,0,0,0,1,0,6,4,3,7,22,5,30,2,0,0,10,0,2,3,1,15,0,0,2,1,0,1,3,3,0,0,0,1,1,0,0,2,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,13,1,4,43,4,2,0,1,0,0,0,0,3,0,1,16,2,2,7,0,3,14,3,2,1,0,0,1,4,0,2,1,7,0,0,3,3,0,1,4,0,9,4,1,3,0,0,1,12,0,8,2,0,2,6,3,9,5,1,17,1,0,1,2,0,5,10,4,41,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,7,0,0,0,1,0,3,2,1,6,0,0,1,4,0,1,8,4,2,4,0,3,0,0,0,50,1,14,7,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0
1,0,0,1,15,0,46,0,0,0,0,0,1,0,0,1,6,0,27,2,1,3,6,0,22,0,0,0,0,0,1,34,0,15,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,6,0,14,0,0,0,1,0,0,1,0,1,5,0,11,3,0,3,3,0,8,0,1,0,0,0,1,19,1,8,2,0,20,5,0,1,4,1,4,0,0,0,0,1,0,6,0,0,2,1,3,7,0,3,1,0,1,0,0,0,0,0,0,21,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,55,1,31,9,0,8,0,0,1,0,0,0,16,1,15,4,0,10,3,0,2,2,0,0,0,0,1,0,0,0,27,0,14,0,0,0
1,0,0,1,0,0,0,0,0,3,1,1,1,4,0,6,2,5,0,0,1,3,7,0,1,0,0,2,1,0,0,0,1,4,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,4,3,5,9,3,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,3,3,8,1,3,2,0,8,3,0,0,4,2,21,43,11,1,1,3,4,29,0,29,0,1,1,13,0,9,0,0,1,3,0,1,0,2,6,0,1,1,2,0,7,1,0,0,3,5,34,7,3,0,8,4,33,25,6,4,0,1,4,2,0,0,10,5,11,9,0,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,2,2,0,0,0,4,10,0,3,0,0,0,0,0,0,0,1,2,2,0,4,1,0,6,2,1,0,0,1,6,0,1,0,2,3,13,3,0,3,1,1,7,6,1,0,0,0,1,0,0,0,0,1,6,2,0,0
1,0,0,1,2,0,3,0,0,0,7,0,6,0,4,8,12,0,21,0,1,1,7,1,0,1,0,1,0,1,0,1,0,2,6,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,2,2,0,0,8,1,6,3,4,0,0,0,0,0,0,0,2,1,0,6,1,0,0,1,2,4,0,1,1,1,1,14,0,4,2,10,2,18,0,26,6,0,8,15,4,4,0,0,0,0,0,0,6,2,2,43,3,4,5,8,32,0,1,3,1,0,2,0,0,0,5,2,32,2,0,6,18,0,9,2,5,0,5,0,15,0,2,0,3,0,3,0,0,0,1,3,4,0,0,1,0,0,0,0,0,0,0,3,8,1,0,8,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,5,3,2,1,1,0,1,1,0,0,1,1,6,2,0,0,17,1,23,6,8,2,2,0,2,0,0,0,0,0,3,2,0,0
0,0,0,1,21,1,4,0,0,2,1,0,2,1,0,0,4,0,12,2,3,0,31,3,27,3,1,1,7,1,1,0,4,5,4,0,8,4,1,5,8,1,1,0,0,0,0,0,2,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,7,7,4,7,24,5,8,1,0,0,0,0,2,0,1,0,0,0,6,0,1,0,1,0,2,0,0,2,1,0,0,2,5,13,0,0,8,0,0,0,2,2,2,10,0,3,0,0,2,3,0,0,0,0,1,3,7,3,6,0,19,0,0,0,2,0,2,16,3,30,0,2,6,0,0,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0,3,1,2,0,0,1,6,0,1,0,0,0,0,1,1,1,0,0,0,16,0,4,9,5,3,10,1,2,0,0,2,47,2,6,0,3,4,0,1,0,0,0,3,2,0,0,0,0,0,17,1,11,0,0,9
1,10,1,20,5,0,20,0,0,0,0,0,2,5,5,19,8,0,66,3,0,1,3,0,5,0,0,0,1,0,0,12,0,2,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,3,0,6,0,0,0,3,0,2,4,0,4,3,0,16,5,1,3,2,1,2,0,0,0,0,0,1,45,0,4,24,0,14,7,1,28,3,1,4,0,0,0,0,0,1,0,0,2,1,1,3,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,53,1,0,3,0,0,0,0,0,0,2,0,2,2,0,2,26,0,3,0,0,0,0,0,0,0,0,0,31,0,2,0,0,1
1,0,0,0,0,0,0,1,0,2,0,0,0,1,2,1,2,0,0,3,1,23,6,0,9,0,0,0,2,0,0,1,0,6,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,2,2,6,0,0,2,1,0,9,0,0,48,3,1,13,0,7,62,1,14,0,0,0,9,0,1,4,0,0,3,0,0,0,2,5,4,0,5,2,0,9,2,0,0,9,4,55,18,3,5,0,10,53,2,0,9,0,0,0,1,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,9,2,6,20,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,2,1,0,0,0,1,8,1,0,0,2,4,7,0,3,1,5,1,8,2,1,0,3,0,1,2,0,0,2,2,0,0,0,2,0,1,5,2,0,4,1,1,6,5,1,2,0,2,3,5,0,7,5,3,17,5,2,4,0,0,5,1,1,0,0,0,3,0,0,0,0,0,8,2,0,2,2,0,12,3,0,2,0,2,19,9,0,11,0,3,28,10,2,3,0,6,10,1,0,1,0,0,11,0,0,1,8,11,0,1,4,2,11,8,8,1,1,6,9,17,16,4,6,0,15,38,6,2,1,0,3,11,1,1,3,0,5,3,0,0,1,0,2,3,3,0,0,0,2,2,3,0,1,0,8,5,3,0,3,0,5,9,0,0,3,1,2,2,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,2,2,0,2,1,0,0,0,1,6,2,0,6,1,4,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,0,1,2,0,1,0,0,1,2,0,1,1,1,0,21,0,9,2,1,1,4,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,4,2,0,5,5,1,2,1,0,0,0,0,0,1,0,0,1,2,0,0,1,2,2,0,1,0,2,2,12,1,3,2,2,5,34,1,13,13,0,7,45,14,3,0,0,0,1,0,0,2,1,5,31,1,3,2,3,27,4,2,0,0,0,4,0,0,0,2,13,43,13,0,10,11,0,49,4,1,0,0,0,16,1,0,2,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,5,1,0,2,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,3,4,1,0,2,9,3,18,5,2,1,0,0,2,0,2,0,0,0,0,3,0,0
1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,3,0,7,3,1,1,14,2,3,3,7,1,23,3,1,2,0,0,0,3,0,0,10,13,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,2,0,0,0,0,1,3,9,7,3,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,1,0,1,0,3,2,38,14,25,0,1,9,0,0,0,0,0,0,0,0,0,18,0,5,0,3,1,3,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,2,9,3,28,0,0,0,0,0,0,1,0,1,1,1,1,0,0,3,0,0,0,1,0,4,0,18,7,0,1,25,0,0,0,5,1,11,11,1,49,0,0,2,0,0,1,6,19,0,6,0,0,0,0,0,19,0,2,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1,2,2,1,15,3,8,0,0,0,1,0,4,1,0,0,1,0,7,1,3,3,3,0,25,2,3,2,20,8,13,2,2,8,0,0,14,8,0,1,0,7,1,0,0,0,0,0,1,2,0,0,1,0,3,0,0,1,0,0,1,1,0,0,0,0,0,2,2,3,0,0,2,8,2,3,12,23,10,0,1,1,0,0,2,2,1,2,0,2,2,0,0,2,0,0,2,1,0,1,3,3,3,2,6,2,1,0,7,0,0,1,1,0,0,5,0,1,0,0,1,7,0,3,0,1,1,1,0,2,0,0,1,0,0,0,1,0,0,17,2,22,0,1,3,0,0,0,1,0,4,0,0,1,1,0,1,0,1,0,1,2,3,0,3,4,1,1,15,1,0,2,0,0,8,3,3,9,1,0,8,13,1,3,6,15,3,12,0,3,0,1,0,46,2,4,1,7,2,0,1,0,0,0,1,0,0,2,0,0,0,15,1,17,0,1,1
1,0,2,0,0,0,0,0,8,3,2,0,1,0,7,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,1,1,1,2,0,1,12,26,0,3,0,2,5,7,0,9,0,7,5,44,0,5,3,15,18,15,0,0,0,1,0,3,0,0,3,1,0,0,1,2,9,4,23,16,3,0,6,1,1,0,1,3,1,1,2,4,1,0,0,1,5,0,1,0,0,0,0,1,0,0,4,6,2,0,0,0,6,1,15,5,0,0,10,4,4,0,0,0,6,3,0,2,0,1,18,17,6,8,4,0,0,0,1,1,0,0,5,0,1,0,0,1,18,8,12,4,0,1,34,1,1,0,0,0,16,7,4,3,1,0,22,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0
1,19,5,26,3,2,24,3,0,2,0,1,3,6,2,14,3,3,14,1,0,1,0,0,2,10,0,6,1,1,2,15,3,3,9,6,29,2,0,1,0,0,7,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,6,0,1,0,1,0,4,1,1,0,0,11,2,0,1,1,1,4,5,4,7,1,0,17,1,0,1,0,1,3,1,0,2,0,0,3,16,3,3,1,2,10,2,1,2,0,1,5,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,1,3,0,7,2,6,0,1,11,0,0,0,0,0,1,0,2,10,2,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,5,45,0,6,1,16,7,5,0,0,0,1,0,3,0,1,0,3,0,8,0,1,0,2,1,12,0,4,1,2,1,36,0,0,1,7,1
1,0,0,1,12,0,2,0,0,0,0,0,0,0,0,0,12,1,6,2,0,5,24,0,8,0,0,0,0,0,0,0,0,2,4,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,11,0,5,0,1,0,1,0,1,1,0,3,21,2,23,1,1,2,29,0,15,0,0,0,4,0,0,0,0,5,20,0,30,11,0,10,9,0,1,0,0,3,0,0,1,8,2,23,7,1,11,22,2,30,5,2,1,3,0,1,0,0,0,7,1,18,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,2,0,3,2,0,0,0,0,1,7,1,24,7,0,13,5,1,14,2,2,3,0,0,0,0,0,0,8,0,26,2,0,3
1,3,0,2,2,1,2,1,0,3,1,1,0,9,1,3,7,0,1,3,1,3,9,4,19,1,0,1,1,0,2,9,1,6,13,2,5,0,1,1,1,0,0,0,0,1,0,0,0,2,0,5,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,3,20,2,11,1,0,1,0,0,1,11,0,9,14,2,9,17,0,7,6,0,6,0,0,1,1,0,1,12,3,9,5,1,6,2,1,3,10,1,9,0,1,2,0,0,1,10,0,9,7,0,7,4,1,6,3,0,8,1,0,0,2,0,3,8,0,12,7,1,12,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,1,1,2,0,1,0,0,0,0,0,0,3,0,2,0,0,1,1,4,12,6,1,12,1,0,3,0,0,0,7,2,17,4,1,16,2,1,15,2,1,6,0,0,4,1,0,0,3,0,17,2,1,7
1,1,2,1,5,2,3,2,0,2,1,0,1,2,0,2,3,1,4,5,1,8,6,1,11,1,0,0,2,1,3,4,2,8,6,0,6,2,0,2,2,1,2,1,0,1,0,0,1,2,1,1,3,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,4,0,0,1,3,1,3,9,0,10,1,1,1,1,0,1,3,2,4,17,3,5,2,1,5,17,2,16,3,0,1,4,1,7,2,1,6,4,2,7,2,0,0,6,2,5,2,1,3,0,0,2,9,1,9,9,2,4,3,3,13,6,1,12,1,0,0,3,0,2,9,3,20,5,2,5,1,1,2,2,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,4,4,0,1,2,0,0,0,0,0,3,1,6,1,0,3,5,2,4,8,1,5,3,1,2,0,1,1,10,1,16,11,9,7,5,2,3,3,2,4,1,1,1,1,0,2,6,1,10,3,2,6
1,38,2,7,35,15,16,0,0,0,0,0,2,3,0,1,4,0,4,0,0,0,4,0,36,2,1,1,10,1,12,0,1,1,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,51,0,3,5,10,3,0,0,0,0,0,0,17,0,1,1,0,2,2,0,1,0,0,4,0,0,0,0,0,0,0,0,2,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,7,13,0,0,30,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,2,0,0,12,19,0,1,0,0,0,6,0,4,0,0,0,46,0,18,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,17,2,46,1,0,6
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,7,0,1,0,14,6,10,0,4,1,0,0,0,1,0,0,3,15,0,0,0,7,0,1,0,10,0,0,4,43,0,0,0,0,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,1,0,1,10,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,28,39,6,0,1,0,0,0,0,0,0,0,1,0,1,10,4,30,0,3,0,1,1,0,0,4,0,0,3,1,0,0,2,0,1,0,0,0,1,7,7,14,0,0,2,0,0,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1,0,40,5,1,1,19,0,7,1,20,8,21,1,15,22,0,0,0,0,0,0,0,7,1,8,1,14,0,4,0,10,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
